Plant,Area,Department,Line,Cell,Machine,Station,Workstation,Zone,Team,HierarchyType,EntityCode,EntityAlias,MarsId,Name,TimeZone,TimeZoneId,Address,Coordinates,Type,LanguageFormat,Alias,AssetType,Oem,AreaPaypoint,DepartmentPaypoint,LinePaypoint,ParallelProcess,BottleneckPoint,HomeDepartmentLevel,Region,Acronym,CintooUrl,EpAlertDescription,DtUrls,XOrigin,YOrigin,LatOrigin,LngOrigin,ScalingFactor,PinX,PinY,GspasX,GspasY,AcadX,AcadY,PcbAlias,FisAreaSAKey,FisNodeID,FisServerInstance,Grr,Err,Erc,Jph100,DesignCycleTime,PartsPerCycle,ManAvailTarget,EquipAvailTarget,EquipSimMttr,EquipSimMtbf,ActiveEntity,CdmActiveEntity
AP20A,F1,8I,CM,0,0,3,0,,,station,8ICM003,8ICM003,60f82694ca9d410ce02dd24b,8ICM003,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,3,N,,,workstation,8ICM003N,CM,60f82694ca9d410ce02dd24c,8ICM003N,,,,,,,,,,,,,,,,,,,CM03 EP STOP Col S-3,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,3,S,,,workstation,8ICM003S,CM,60f82694ca9d410ce02dd250,8ICM003S,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,4,0,,,station,8ICM004,8ICM004,60f82694ca9d410ce02dd254,8ICM004,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,4,N,,,workstation,8ICM004N,CM,60f82694ca9d410ce02dd255,8ICM004N,,,,,,,,,,,,,,,,,,,CM04 EP STOP Col S-3,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,4,S,,,workstation,8ICM004S,CM,60f82694ca9d410ce02dd257,8ICM004S,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,5,0,,,station,8ICM005,8ICM005,60f82694ca9d410ce02dd251,8ICM005,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,5,N,,,workstation,8ICM005N,CM,60f82694ca9d410ce02dd252,8ICM005N,,,,,,,,,,,,,,,,,,,CM05 EP STOP Col T-3,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,5,S,,,workstation,8ICM005S,CM,60f82694ca9d410ce02dd258,8ICM005S,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,6,0,,,station,8ICM006,8ICM006,60f82694ca9d410ce02dd246,8ICM006,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,6,N,,,workstation,8ICM006N,CM,60f82694ca9d410ce02dd247,8ICM006N,,,,,,,,,,,,,,,,,,,CM06 EP STOP Col T-3,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,6,S,,,workstation,8ICM006S,CM,60f82694ca9d410ce02dd24f,8ICM006S,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,7,0,,,station,8ICM007,8ICM007,60f82694ca9d410ce02dd244,8ICM007,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,7,N,,,workstation,8ICM007N,CM,60f82694ca9d410ce02dd248,8ICM007N,,,,,,,,,,,,,,,,,,,CM07 EP STOP Col T-3,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,7,S,,,workstation,8ICM007S,CM,60f82694ca9d410ce02dd245,8ICM007S,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,8,0,,,station,8ICM008,8ICM008,60f82694ca9d410ce02dd242,8ICM008,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,8,N,,,workstation,8ICM008N,CM,60f82694ca9d410ce02dd256,8ICM008N,,,,,,,,,,,,,,,,,,,CM08 EP STOP Col T-3,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CM,0,0,8,S,,,workstation,8ICM008S,CM,60f82694ca9d410ce02dd243,8ICM008S,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,1,0,,,station,8ICRC001,8ICRC001,60f82694ca9d410ce02dd276,8ICRC001,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,1,W,,,workstation,8ICRC001W,CRC,60f82694ca9d410ce02dd277,8ICRC001W,,,,,,,,,,,,,,,,,,,RC CRC01 EP STOP T-05,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,2,0,,,station,8ICRC002,8ICRC002,60f82694ca9d410ce02dd27f,8ICRC002,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,2,W,,,workstation,8ICRC002W,CRC,60f82694ca9d410ce02dd280,8ICRC002W,,,,,,,,,,,,,,,,,,,RC CRC02 EP STOP T-05,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,3,0,,,station,8ICRC003,8ICRC003,60f82694ca9d410ce02dd26e,8ICRC003,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,3,W,,,workstation,8ICRC003W,CRC,60f82694ca9d410ce02dd26f,8ICRC003W,,,,,,,,,,,,,,,,,,,RC CRC03 EP STOP T-05,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,4,0,,,station,8ICRC004,8ICRC004,60f82694ca9d410ce02dd27a,8ICRC004,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,4,W,,,workstation,8ICRC004W,CRC,60f82694ca9d410ce02dd27b,8ICRC004W,,,,,,,,,,,,,,,,,,,RC CRC04 EP STOP T-05,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,5,0,,,station,8ICRC005,8ICRC005,60f82694ca9d410ce02dd283,8ICRC005,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,5,N,,,workstation,8ICRC005N,CRC,60f82694ca9d410ce02dd284,8ICRC005N,,,,,,,,,,,,,,,,,,,RC CRC05 EP STOP T-05,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,6,0,,,station,8ICRC006,8ICRC006,60f82694ca9d410ce02dd285,8ICRC006,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,6,N,,,workstation,8ICRC006N,CRC,60f82694ca9d410ce02dd286,8ICRC006N,,,,,,,,,,,,,,,,,,,RC CRC06 EP STOP T-05,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,7,0,,,station,8ICRC007,8ICRC007,60f82694ca9d410ce02dd274,8ICRC007,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,7,E,,,workstation,8ICRC007E,CRC,60f82694ca9d410ce02dd27e,8ICRC007E,,,,,,,,,,,,,,,,,,,RC CRC07 EP STOP T-05,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,7,N,,,workstation,8ICRC007N,CRC,60f82694ca9d410ce02dd275,8ICRC007N,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,8,0,,,station,8ICRC008,8ICRC008,60f82694ca9d410ce02dd270,8ICRC008,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,8,E,,,workstation,8ICRC008E,CRC,60f82694ca9d410ce02dd271,8ICRC008E,,,,,,,,,,,,,,,,,,,RC CRC08 EP STOP T-05,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,F1,8I,CRC,0,0,9,0,,,station,8ICRC009,8ICRC009,60f82694ca9d410ce02dd281,8ICRC009,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
