Plant,Area,Department,Line,Cell,Machine,Station,Workstation,Zone,Team,HierarchyType,EntityCode,EntityAlias,MarsId,Name,TimeZone,TimeZoneId,Address,Coordinates,Type,LanguageFormat,Alias,AssetType,Oem,AreaPaypoint,DepartmentPaypoint,LinePaypoint,ParallelProcess,BottleneckPoint,HomeDepartmentLevel,Region,Acronym,CintooUrl,EpAlertDescription,DtUrls,XOrigin,YOrigin,LatOrigin,LngOrigin,ScalingFactor,PinX,PinY,GspasX,GspasY,AcadX,AcadY,PcbAlias,FisAreaSAKey,FisNodeID,FisServerInstance,Grr,Err,Erc,Jph100,DesignCycleTime,PartsPerCycle,ManAvailTarget,EquipAvailTarget,EquipSimMttr,EquipSimMtbf,ActiveEntity,CdmActiveEntity
AP20A,9,Q,Q1,0,0,005,0,,,station,QQ1005,QQ1005,60f82694ca9d410ce02dd1f0,QQ1005,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,9,Q,Q1,0,0,005,S,,,workstation,QQ1005S,Q1,60f82694ca9d410ce02dd1ff,QQ1005S,,,,,,,,,,,,,,,,,,,EP Stop CL105S H30,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,9,Q,Q1,0,0,006,S,,,workstation,QQ1006S,Q1,60f82694ca9d410ce02dd1e1,QQ1006S,,,,,,,,,,,,,,,,,,,EP Stop CL106S J29,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,9,Q,Q1,0,0,007,S,,,workstation,QQ1007S,Q1,60f82694ca9d410ce02dd1ef,QQ1007S,,,,,,,,,,,,,,,,,,,EP Stop CL107S K30,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,9,Q,Q1,0,0,008,0,,,station,QQ1008,QQ1008,60f82694ca9d410ce02dd1e2,QQ1008,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,9,Q,Q1,0,0,008,S,,,workstation,QQ1008S,Q1,60f82694ca9d410ce02dd1e3,QQ1008S,,,,,,,,,,,,,,,,,,,EP Stop CL108S K30,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,9,Q,Q1,0,0,009,0,,,station,QQ1009,QQ1009,60f82694ca9d410ce02dd1e6,QQ1009,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,9,Q,Q1,0,0,009,N,,,workstation,QQ1009N,Q1,60f82694ca9d410ce02dd1e7,QQ1009N,,,,,,,,,,,,,,,,,,,EP Stop CL109N L29,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,9,Q,Q1,0,0,010,0,,,station,QQ1010,QQ1010,60f82694ca9d410ce02dd1e9,QQ1010,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,9,Q,Q1,0,0,010,S,,,workstation,QQ1010S,Q1,60f82694ca9d410ce02dd1ea,QQ1010S,,,,,,,,,,,,,,,,,,,EP Stop CL110S L30,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,9,Q,Q1,0,0,011,N,,,workstation,QQ1011N,Q1,60f82694ca9d410ce02dd1f7,QQ1011N,,,,,,,,,,,,,,,,,,,EP Stop CL111N L29,[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,9,Q,Q2,0,0,100,N,,,workstation,QQ2100N,CAL2,60f82694ca9d410ce02dd21b,QQ2100N,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
AP20A,9,Q,Q2,0,0,110,0,,,station,QQ2110,QQ2110,60f82694ca9d410ce02dd21c,QQ2110,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE
